CUSIP,Ticker,Issue Date,Maturity,1st Call Date,Moodys,S_and_P,Fitch,Bloomberg Composite Rating,Coupon,Issued Amount,Maturity Type,Coupon Type,Maturity At Issue months,Industry,LiquidityScore,Months in JNK,Months in HYG,Months in Both,IN_ETF,LIQ SCORE,n_trades,volume_trades,total_median_size,total_mean_size,n_days_trade,days_diff_max,percent_intra_dealer,percent_uncapped,bond_type,Client_Trade_Percentage,weekly_mean_volume,weekly_median_volume,weekly_max_volume,weekly_min_volume,weekly_mean_ntrades,weekly_median_ntrades
00289RAA0,ABGSM,10/28/2010,11/1/2017,Nan,WR,NR,WD,NR,8.88,650000000,AT MATURITY,FLAT TRADING,85.37,Engineering Construction,12.68230118,47,23,22,Yes,0.126823012,515,412587000,1000000,801139.8058,175,728,0.106796117,0.467961165,1,0.446601942,5093666.667,3000000,19000000,150000,6.358024691,1
00289VAB9,ABGSM,12/13/2013,2/1/2020,Nan,WR,NR,WD,NR,7.75,450000000,AT MATURITY,DEFAULTED,74.7,Engineering Construction,12.43304301,0,22,0,Yes,0.12433043,421,317539000,1000000,754249.4062,153,678,0.114014252,0.486935867,5,0.427553444,4071012.821,2550000,22425000,15000,5.397435897,1
002927AA9,SANUK,2/7/2000,Nan Field Not Applicable,6/30/2030,Baa3,BB,BBB-,BB+,8.96,1000000000,PERP/CALL,VARIABLE,370.03,Banks,17.38439464,Nan,Nan,Nan,No,0.173843946,55,16196000,85000,294472.7273,26,956,0.418181818,0.854545455,5,0.363636364,809800,149500,6000000,20000,2.75,1
003669AJ7,RFP,3/28/2005,4/1/2015,Nan,WR,NR,NR,NR,8.38,450000000,CALLABLE,DEFAULTED,121.87,Forest Products Paper,6.9831739,Nan,Nan,Nan,No,0.069831739,3,3000000,1000000,1000000,2,45,0.333333333,0,5,0.666666667,1500000,1500000,2000000,1000000,1.5,1
003687AB6,RFP,10/4/2010,10/15/2018,Nan,WR,NR,Nan,NR,10.25,850000000,CALLABLE,FIXED,97.77,Forest Products Paper,13.67851433,2,0,0,Yes,0.136785143,457,236450800,500000,517397.8118,171,439,0.140043764,0.70678337,3,0.402625821,3694543.75,3256000,18119000,15000,7.140625,1
003924AH0,RFP,7/19/2000,8/1/2030,Nan,WR,NR,NR,NR,8.85,450000000,CALLABLE,DEFAULTED,365.67,Forest Products Paper,16.57388327,Nan,Nan,Nan,No,0.165738833,4,398000,99500,99500,2,0,0.25,1,5,0.5,199000,199000,200000,198000,2,2
004010AA2,ACASPO,8/3/2011,8/1/2019,Nan,WR,NR,Nan,NR,9.25,450000000,CALLABLE,FIXED,97.33,Retail,9.12718353,Nan,Nan,Nan,No,0.091271835,137,101881000,1000000,743656.9343,70,310,0.04379562,0.408759124,5,0.481751825,2753540.541,2000000,14575000,18000,3.702702703,1
00404AAH2,ACHC,2/11/2015,2/15/2023,Nan,B3,B,Nan,B-,5.63,375000000,CALLABLE,EXCHANGED,97.53,Healthcare-Services,12.44803226,Nan,Nan,Nan,No,0.124480323,331,220566000,1000000,666362.5378,80,172,0.084592145,0.592145015,4,0.519637462,7877357.143,4185500,83300000,120000,11.82142857,1
00404AAJ8,ACHC,8/17/2015,2/15/2023,2/15/2018,B3,B,Nan,B-,5.63,650000000,CALLABLE,FIXED,91.3,Healthcare-Services,18.65318186,20,19,19,Yes,0.186531819,1737,925343308.5,500000,532724.9905,423,707,0.299366724,0.709268854,1,0.327000576,8567993.597,6982000,36642000,138000,16.08333333,1
00404AAL3,ACHC,2/16/2016,3/1/2024,Nan,B3,B,Nan,B-,6.5,390000000,CALLABLE,EXCHANGED,97.87,Healthcare-Services,14.49443937,Nan,Nan,Nan,No,0.144944394,480,340307000,1000000,708972.9167,77,115,0.235416667,0.575,4,0.425,15468500,6482500,137660000,250000,21.81818182,1
00404AAM1,ACHC,6/30/2016,3/1/2024,3/1/2019,B3,B,Nan,B-,6.5,390000000,CALLABLE,FIXED,93.37,Healthcare-Services,15.85202375,Nan,Nan,Nan,No,0.158520237,531,202277000,200000,380935.9699,195,380,0.306967985,0.811676083,4,0.305084746,3160578.125,2437500,15875000,40000,8.296875,1
00434NAA3,WPZ,12/19/2012,5/15/2023,Nan,WR,NR,WD,NR,4.88,1400000000,CALLABLE,FIXED,126.63,Pipelines,21.69003795,27,29,26,Yes,0.216900379,3708,1962380000,500000,529228.6947,510,707,0.314185545,0.665857605,1,0.335760518,17521250,15487000,128180000,28000,33.10714286,1
00434NAB1,WPZ,3/7/2014,3/15/2024,3/15/2019,Baa3,BBB,BBB-,BBB-,4.88,750000000,CALLABLE,FIXED,122.03,Pipelines,16.15739454,0,15,0,Yes,0.161573945,1043,765127000,1000000,733582.9338,197,308,0.372003835,0.486097795,5,0.337488015,15940145.83,12088000,123160000,100000,21.72916667,1
00435BAA8,ACCESS,6/24/2014,6/24/2021,6/24/2019,Nan,CCC+,B-,CCC+,9.25,400000000,CALLABLE,VARIABLE,85.23,Banks,11.52979508,Nan,Nan,Nan,No,0.115297951,24,14080000,565000,586666.6667,18,426,0,0.708333333,5,0.875,1083076.923,1000000,2640000,500000,1.846153846,1
00507VAC3,ATVI,9/19/2013,9/15/2021,Nan,WR,NR,Nan,NR,5.63,1500000000,CALLABLE,FIXED,97.27,Software,17.69881428,32,34,31,Yes,0.176988143,1678,1051092000,625000,626395.7092,421,643,0.182359952,0.665077473,1,0.417759237,10617090.91,9991000,25450000,415000,16.94949495,2
00507VAE9,ATVI,9/19/2013,9/15/2023,9/15/2018,Baa2,BBB,Nan,BBB,6.13,750000000,CALLABLE,FIXED,121.6,Software,15.81481001,33,34,32,Yes,0.1581481,891,533394000,500000,598646.4646,343,643,0.180695847,0.682379349,1,0.417508418,5442795.918,4702500,21100000,100000,9.091836735,1
00676LAA4,AGRO,9/21/2017,9/21/2027,9/21/2022,WR,BB,Nan,NR,6,500000000,CALLABLE,FIXED,121.73,Agriculture,9.403919156,Nan,Nan,Nan,No,0.094039192,18,11160000,500000,620000,3,4,0.111111111,0.555555556,5,0.555555556,5580000,5580000,9160000,2000000,9,2
00687YAA3,ADNT,8/19/2016,8/15/2026,8/15/2021,Ba3,BB,Nan,BB-,4.88,900000000,CALLABLE,FIXED,121.6,Auto Parts Equipment,15.38053184,12,0,0,Yes,0.153805318,984,727685000,1000000,739517.2764,228,367,0.213414634,0.527439024,3,0.416666667,12333644.07,9300000,102900000,850000,16.6779661,3
00766TAA8,ACM,10/6/2014,10/15/2022,Nan,Ba3,BB,Nan,BB-,5.75,800000000,CALLABLE,EXCHANGED,97.7,Engineering Construction,15.35363039,14,14,13,Yes,0.153536304,998,659809000,1000000,661131.2625,226,377,0.137274549,0.587174349,1,0.434869739,11376017.24,8245500,105626000,1250000,17.20689655,2
00766TAB6,ACM,10/30/2015,10/15/2022,10/23/2017,Ba3,BB,Nan,BB-,5.75,800000000,CALLABLE,FIXED,84.73,Engineering Construction,18.74145381,21,20,20,Yes,0.187414538,1674,665007000,250000,397256.2724,413,650,0.240143369,0.8130227,1,0.361409797,6717242.424,5864000,20628000,18000,16.90909091,2
00766TAC4,ACM,10/6/2014,10/15/2024,Nan,Ba3,BB,Nan,BB-,5.88,800000000,CALLABLE,EXCHANGED,122.07,Engineering Construction,14.4052195,14,14,13,Yes,0.144052195,790,523102000,1000000,662154.4304,205,365,0.118987342,0.582278481,1,0.434177215,9177228.07,6025000,103270000,21000,13.85964912,1
00766TAD2,ACM,10/30/2015,10/15/2024,7/15/2024,Ba3,BB,Nan,BB-,5.88,800000000,CALLABLE,FIXED,109.1,Engineering Construction,20.62671344,21,20,20,Yes,0.206267134,2570,679042000,50000,264218.677,437,635,0.359533074,0.875097276,1,0.33618677,6790420,6059500,21530000,121000,25.7,1
00772BAA9,AER,5/14/2014,5/15/2017,Nan,WR,NR,NR,NR,2.75,400000000,AT MATURITY,FIXED,36.57,Diversified Finan Serv,12.41943607,0,15,0,Yes,0.124194361,288,220049000,1000000,764059.0278,129,373,0.243055556,0.496527778,5,0.347222222,4400980,3225000,17550000,100000,5.76,1
00772BAB7,AER,7/30/2015,5/15/2017,Nan,WR,NR,NR,NR,2.75,399955000,AT MATURITY,FIXED,21.83,Diversified Finan Serv,11.79722275,0,10,0,Yes,0.117972228,196,117899000,500000,601525.5102,92,254,0.168367347,0.647959184,4,0.316326531,2679522.727,2347500,11028000,150000,4.454545455,1
00772BAC5,AER,5/14/2014,5/15/2019,Nan,Baa3,BBB-,BBB-,BBB-,3.75,1100000000,AT MATURITY,FIXED,60.9,Diversified Finan Serv,14.01043595,11,15,11,Yes,0.14010436,742,565422000,1000000,762024.2588,223,380,0.180592992,0.518867925,1,0.407008086,9748655.172,9100000,28150000,240000,12.79310345,2
00772BAD3,AER,7/30/2015,5/15/2019,Nan,Baa3,BBB-,BBB-,BBB-,3.75,1099699000,AT MATURITY,FIXED,46.17,Diversified Finan Serv,14.90277528,13,13,11,Yes,0.149027753,542,349510000,600000,644852.3985,186,323,0.332103321,0.65498155,1,0.315498155,6853137.255,6150000,17925000,100000,10.62745098,1
00772BAE1,AER,5/14/2014,5/15/2021,Nan,Baa3,BBB-,BBB-,BBB-,4.5,1100000000,AT MATURITY,FIXED,85.27,Diversified Finan Serv,13.79907523,5,15,5,Yes,0.137990752,520,389675000,1000000,749375,188,359,0.232692308,0.536538462,1,0.375,7085000,7155000,21989000,285000,9.454545455,2
00772BAF8,AER,7/30/2015,5/15/2021,Nan,Baa3,BBB-,BBB-,BBB-,4.5,1099905000,AT MATURITY,FIXED,70.53,Diversified Finan Serv,14.95469975,13,13,11,Yes,0.149546997,670,494740000,1000000,738417.9104,191,323,0.329850746,0.550746269,1,0.297014925,9700784.314,8584000,24545000,400000,13.1372549,1
00772BAK7,AER,9/29/2014,10/1/2021,Nan,Baa3,BBB-,WD,BBB-,5,800000000,AT MATURITY,EXCHANGED,85.3,Diversified Finan Serv,14.24905783,0,10,0,Yes,0.142490578,562,435248000,1000000,774462.6335,155,306,0.300711744,0.524911032,2,0.332740214,9892000,6895000,46725000,150000,12.77272727,1
00772BAM3,AER,7/30/2015,10/1/2021,Nan,Baa3,BBB-,BBB-,BBB-,5,800000000,AT MATURITY,FIXED,75.17,Diversified Finan Serv,16.06568304,0,12,0,Yes,0.16065683,1046,699852000,960000,669074.5698,390,705,0.215105163,0.5583174,2,0.398661568,6362290.909,5111500,31150000,250000,9.509090909,1
00772BAN1,AER,6/25/2015,7/1/2020,Nan,Baa3,BBB-,BBB-,BBB-,4.25,500000000,AT MATURITY,FIXED,61.1,Diversified Finan Serv,13.99125484,0,15,0,Yes,0.139912548,578,416320000,1000000,720276.8166,201,352,0.209342561,0.543252595,2,0.401384083,7177931.034,5573500,54215000,1310000,9.965517241,2
00772BAP6,AER,6/25/2015,7/1/2022,Nan,Baa3,BBB-,BBB-,BBB-,4.63,500000000,AT MATURITY,FIXED,85.43,Diversified Finan Serv,13.68673435,0,14,0,Yes,0.136867343,680,470987000,1000000,692627.9412,197,357,0.214705882,0.516176471,2,0.370588235,8120465.517,5422500,56248000,1000000,11.72413793,1
00772BAQ4,AER,10/21/2015,10/30/2020,Nan,Baa3,BBB-,BBB-,BBB-,4.63,1000000000,AT MATURITY,FIXED,61.2,Diversified Finan Serv,15.19494608,3,11,3,Yes,0.151949461,829,549018000,1000000,662265.38,180,279,0.194209891,0.574185766,1,0.413751508,13390682.93,11095000,81080000,2350000,20.2195122,3
00772BAR2,AER,5/23/2016,2/1/2022,1/1/2022,Baa3,BBB-,BBB-,BBB-,3.95,1000000000,CALLABLE,FIXED,69.33,Diversified Finan Serv,14.31887306,3,2,2,Yes,0.143188731,234,173622000,1000000,741974.359,45,60,0.299145299,0.551282051,1,0.324786325,15783818.18,12289000,61133000,2840000,21.27272727,5
00773HAA5,AER,6/9/2015,6/15/2045,6/15/2025,Ba2,BB,BB,BB,6.5,500000000,CALLABLE,VARIABLE,365.47,Trucking Leasing,11.72762882,11,0,0,Yes,0.117276288,305,223036000,1000000,731265.5738,107,367,0.104918033,0.524590164,3,0.393442623,4646583.333,3550000,27000000,200000,6.354166667,1
00774CAA5,ACM,2/21/2017,3/15/2027,12/15/2026,Ba3,BB,Nan,BB-,5.13,1000000000,CALLABLE,FIXED,122.47,Engineering Construction,15.03723992,4,3,2,Yes,0.150372399,519,376614000,1000000,725653.1792,81,124,0.23699422,0.572254335,1,0.404624277,18830700,9502500,140193000,100000,25.95,1
00774CAB3,ACM,6/26/2017,3/15/2027,12/15/2026,Ba3,BB,Nan,BB-,5.13,999074000,CALLABLE,FIXED,118.3,Engineering Construction,14.22917289,2,1,1,Yes,0.142291729,264,103299000,250000,391284.0909,58,73,0.200757576,0.810606061,1,0.34469697,7378500,7127000,15605000,498000,18.85714286,1
00782LAA5,APFH,12/7/2016,12/15/2024,Nan,WR,NR,Nan,NR,5.5,400000000,CALLABLE,FIXED,97.67,Food Service,11.50790993,Nan,Nan,Nan,No,0.115079099,357,272896000,1000000,764414.5658,79,160,0.098039216,0.473389356,5,0.484593838,10496000,5570000,75855000,510000,13.73076923,3
007866AA4,AERDOS,11/13/2012,11/13/2019,Nan,WR,NR,Nan,NR,9.75,550000000,CALLABLE,FIXED,85.2,Engineering Construction,11.1722448,Nan,Nan,Nan,No,0.111722448,183,148408000,1000000,810972.6776,101,830,0.043715847,0.431693989,5,0.486338798,2393677.419,2000000,10439000,150000,2.951612903,1
00786PAC8,AEROAR,2/6/2017,2/1/2027,2/6/2022,B2,B+,Nan,B,6.88,400000000,CALL/SINK,FIXED,121.57,Engineering Construction,12.02581479,Nan,Nan,Nan,No,0.120258148,165,111547000,670000,676042.4242,71,208,0.103030303,0.666666667,5,0.539393939,3485843.75,2000000,21080000,100000,5.15625,1
007903AR8,AMD,7/29/2010,12/15/2017,Nan,WR,NR,WD,NR,8.13,499951000,CALLABLE,FIXED,89.87,Semiconductors,33.54004409,0,27,0,Yes,0.335400441,21594,1911629000,15000,88525.93313,844,1198,0.445031027,0.970871538,2,0.176437899,10503456.04,8315000,54737000,285000,118.6483516,8
007903AU1,AMD,1/6/2011,8/1/2020,Nan,WR,NR,WD,NR,7.75,500000000,CALLABLE,FIXED,116.5,Semiconductors,48.32369165,21,57,21,Yes,0.483236916,50608,4760289313,20000,94061.99242,1381,2010,0.431631363,0.967080304,1,0.223482453,15867631.04,11433500,113644000,110000,168.6933333,1
007903AX5,AMD,6/7/2013,8/15/2022,Nan,Caa1,B-,WD,CCC+,7.5,499615000,AT MATURITY,FIXED,111.87,Semiconductors,32.49314359,3,43,2,Yes,0.324931436,11611,2200218000,25000,189494.2727,1034,1543,0.442080785,0.904056498,1,0.2570838,9735477.876,7307000,63091000,46000,51.37610619,2
007903AY3,AMD,2/26/2014,3/1/2019,Nan,Caa1,NR,WD,NR,6.75,600000000,AT MATURITY,FIXED,60.97,Semiconductors,13.65379942,7,7,6,Yes,0.136537994,142,97190000,1000000,684436.6197,42,282,0.211267606,0.64084507,3,0.401408451,6942142.857,3775000,24450000,600000,10.14285714,2
007903AZ0,AMD,9/17/2014,3/1/2019,Nan,Caa1,B-,WD,CCC+,6.75,598000000,AT MATURITY,FIXED,54.2,Semiconductors,25.15042849,24,24,23,Yes,0.251504285,6130,1251265000,25000,204121.5334,609,1041,0.447471452,0.893964111,1,0.209298532,8020929.487,6109000,31705000,10000,39.29487179,1
007903BA4,AMD,6/16/2014,7/1/2024,7/1/2019,Caa1,NR,WD,NR,7,500000000,CALLABLE,FIXED,122.27,Semiconductors,13.06649871,3,3,2,Yes,0.130664987,328,269219000,1000000,820789.6341,47,114,0.262195122,0.420731707,1,0.375,20709153.85,13115000,80551000,50000,25.23076923,1
007903BC0,AMD,9/17/2014,7/1/2024,7/1/2019,Caa1,B-,WD,CCC+,7,499677000,CALLABLE,FIXED,119.17,Semiconductors,25.67317329,0,30,0,Yes,0.256731733,6374,1434702000,30000,225086.6018,679,1089,0.422340759,0.87072482,2,0.243802949,8911192.547,6430000,65435000,4000,39.59006211,1
00790XAA9,ADSWST,11/10/2016,11/15/2024,11/15/2019,Caa1,B-,Nan,CCC+,5.63,425000000,CALLABLE,FIXED,97.57,Environmental Control,12.73862972,Nan,Nan,Nan,No,0.127386297,348,229561000,945500,659658.046,115,261,0.08045977,0.626436782,5,0.482758621,4990456.522,2590000,62600000,40000,7.565217391,1
00809YAB4,AES,5/11/2016,5/11/2026,5/11/2021,Nan,BB-,BB-,BB-,7.95,370000000,CALLABLE,FIXED,121.73,Electric,12.66506452,Nan,Nan,Nan,No,0.126650645,82,48370000,500000,589878.0488,46,471,0.134146341,0.707317073,4,0.524390244,1422647.059,1000000,6880000,100000,2.411764706,1
008281AX5,AFDB,5/27/2009,5/27/2014,Nan,WR,NR,NR,NR,3,1125000000,AT MATURITY,FIXED,60.87,Multi-National,11.75494059,Nan,Nan,Nan,No,0.117549406,63,24669000,160000,391571.4286,32,131,0.126984127,0.777777778,5,0.46031746,1370500,1477500,4600000,4000,3.5,1
00828BAB1,AFFGRP,10/28/2005,11/30/2014,Nan,WR,NR,Nan,NR,9,400000000,CALLABLE,FIXED,110.67,Auto Parts Equipment,13.47627097,Nan,Nan,Nan,No,0.13476271,334,187933000,500000,562673.6527,164,777,0.176646707,0.640718563,5,0.401197605,1978242.105,1250000,9905000,20000,3.515789474,1
00828DAN1,AFFINI,8/23/2011,12/15/2018,Nan,WR,NR,Nan,NR,7.88,475000000,CALLABLE,FIXED,89.03,Advertising,28.19110152,0,48,0,Yes,0.281911015,4350,2665360000,1000000,612726.4368,896,1972,0.353793103,0.625287356,2,0.294712644,9286968.641,5224000,82996000,3000,15.15679443,1
00828DAP6,AFFINI,5/5/2017,11/10/2022,5/10/2020,Caa3,CCC-,Nan,CCC-,12.5,532616637,CALLABLE,PAY-IN-KIND,67.17,Advertising,16.58086199,Nan,Nan,Nan,No,0.16580862,9,5371000,500000,596777.7778,5,115,0.333333333,0.888888889,5,0.333333333,1342750,1000000,3356000,15000,2.25,1
00830FAB8,AFRLN,2/3/2011,2/1/2016,Nan,Nan,NR,WD,NR,11.5,500000000,AT MATURITY,DEFAULTED,60.8,Oil Gas,8.524989439,4,0,0,Yes,0.085249894,6,4300000,750000,716666.6667,3,230,0,0.5,3,0.333333333,1433333.333,1500000,2000000,800000,2,2
008477AE1,AGILE,4/28/2010,4/28/2017,Nan,WR,NR,Nan,NR,8.88,650000000,CALLABLE,FIXED,85.23,Real Estate,13.45511547,16,0,0,Yes,0.134551155,16,9350000,575000,584375,11,399,0,0.8125,3,0.5625,1168750,1025000,3400000,100000,2,1
008635AA2,SWPORT,1/28/2011,1/31/2018,Nan,WR,NR,Nan,NR,7.88,945000000,CALLABLE,FIXED,85.33,Engineering Construction,16.47205527,33,0,0,Yes,0.164720553,827,593738000,1000000,717941.9589,262,553,0.288996372,0.623941959,3,0.349455865,7153469.88,5850000,26020000,150000,9.963855422,1
008674AF0,AHEREN,6/7/2013,6/15/2018,Nan,WR,NR,Nan,NR,9.5,420000000,CALLABLE,FIXED,61.13,Commercial Services,11.76634606,Nan,Nan,Nan,No,0.117663461,188,124174000,1000000,660500,92,288,0.079787234,0.60106383,5,0.457446809,3183948.718,2600000,11750000,50000,4.820512821,1
008674AH6,AHEREN,5/14/2015,5/15/2023,5/15/2018,B3,B-,Nan,B-,7.38,550000000,CALLABLE,FIXED,97.43,Commercial Services,17.32867657,28,0,0,Yes,0.173286766,1258,877533000,1000000,697562.0032,363,828,0.183624801,0.585850556,3,0.391096979,7192893.443,4476000,102700000,55000,10.31147541,1
008911AX7,ACACN,9/26/2013,10/1/2019,Nan,WR,NR,WD,NR,6.75,400000000,CALLABLE,FIXED,73.2,Airlines,17.41274485,0,37,0,Yes,0.174127449,837,487763000,500000,582751.4934,323,786,0.264038232,0.738351254,2,0.326164875,4316486.726,3040000,16719000,150000,7.407079646,1
008911AZ2,ACACN,4/15/2014,4/15/2021,Nan,B2,BB-,BB-,B+,7.75,400000000,AT MATURITY,FIXED,85.23,Airlines,19.78560671,0,39,0,Yes,0.197856067,1660,1032934000,633500,622249.3976,547,1063,0.292168675,0.661445783,2,0.345180723,6112035.503,4674000,32005000,50000,9.822485207,1
009127AB7,AIMEGR,10/22/2010,11/1/2018,Nan,WR,NR,Nan,NR,9.25,545000000,CALLABLE,FIXED,97.73,Healthcare-Services,13.2645213,Nan,Nan,Nan,No,0.132645213,415,285664000,978000,688346.988,198,878,0.045783133,0.559036145,5,0.465060241,2645037.037,2000000,11850000,31000,3.842592593,1
00912XAF1,AL,11/7/2012,4/1/2017,Nan,Nan,NR,NR,NR,5.63,1132046000,AT MATURITY,FIXED,53.53,Diversified Finan Serv,13.23367992,Nan,Nan,Nan,No,0.132336799,348,259717000,1000000,746313.2184,145,808,0.152298851,0.485632184,5,0.405172414,5902659.091,5255000,18211000,10000,7.909090909,1
00912XAH7,AL,1/10/2013,1/15/2016,Nan,Nan,NR,Nan,NR,4.5,500000000,AT MATURITY,FIXED,36.67,Diversified Finan Serv,10.84567837,Nan,Nan,Nan,No,0.108456784,114,78047000,1000000,684622.807,66,184,0.122807018,0.552631579,5,0.350877193,2438968.75,2000000,9322000,100000,3.5625,1
00912XAJ3,AL,2/5/2013,3/1/2020,Nan,Nan,BBB,BBB,BBB,4.75,400000000,AT MATURITY,FIXED,86.03,Diversified Finan Serv,12.72604456,Nan,Nan,Nan,No,0.127260446,242,123875000,320000,511880.1653,82,196,0.280991736,0.685950413,5,0.280991736,3995967.742,2965000,24200000,50000,7.806451613,1
00913CAA7,AIMEGR,4/28/2015,5/15/2023,5/15/2018,Caa1,CCC+,Nan,CCC+,6.38,370000000,CALLABLE,FIXED,97.97,Healthcare-Services,14.70054101,Nan,Nan,Nan,No,0.14700541,618,443158000,1000000,717084.1424,231,871,0.132686084,0.546925566,4,0.435275081,4261134.615,2658000,60840000,16000,5.942307692,1
00928QAB7,AYR,10/25/2010,8/1/2018,Nan,WR,NR,Nan,NR,9.75,450000000,CALLABLE,FIXED,94.57,Diversified Finan Serv,19.45163999,0,22,0,Yes,0.1945164,1430,531799000,150000,371887.4126,461,1136,0.325874126,0.783216783,2,0.297202797,3203608.434,2619500,14865000,8000,8.614457831,1
00928QAF8,AYR,6/6/2012,4/15/2017,Nan,WR,NR,Nan,NR,6.75,500000000,AT MATURITY,FIXED,59.13,Diversified Finan Serv,29.99147559,39,46,39,Yes,0.299914756,5317,1199480000,40000,225593.3797,1040,1716,0.405491819,0.903705097,3,0.28042129,4685468.75,3849000,21261000,22000,20.76953125,1
00928QAK7,AYR,1/16/2013,12/1/2019,Nan,Ba1,BB+,Nan,BB+,6.25,500000000,AT MATURITY,FIXED,83.67,Diversified Finan Serv,26.19907095,55,54,54,Yes,0.261990709,3037,1010196000,100000,332629.5687,958,1659,0.272966743,0.834046757,1,0.382943694,4123248.98,3310000,18585000,82000,12.39591837,1
00928QAL5,AYR,12/5/2013,12/15/2018,Nan,Ba1,BB+,Nan,BB+,4.63,400000000,AT MATURITY,FIXED,61.2,Diversified Finan Serv,22.79103035,0,43,0,Yes,0.227910304,2210,859774000,192000,389038.009,637,1333,0.335746606,0.792760181,2,0.271040724,4342292.929,3396500,89815000,10000,11.16161616,1
00928QAM3,AYR,3/26/2014,3/15/2021,Nan,Ba1,BB+,Nan,BB+,5.13,500000000,AT MATURITY,FIXED,84.87,Diversified Finan Serv,24.18907026,41,40,40,Yes,0.241890703,3300,997367000,70000,302232.4242,782,1142,0.308181818,0.84,1,0.428787879,5391172.973,3954000,83000000,106000,17.83783784,2
00928QAN1,AYR,1/15/2015,2/15/2022,Nan,Ba1,BB+,Nan,BB+,5.5,500000000,AT MATURITY,FIXED,86.27,Diversified Finan Serv,22.3991824,16,30,16,Yes,0.223991824,2935,999750000,105000,340630.3237,603,885,0.27802385,0.832027257,1,0.41669506,7090425.532,4789000,126996000,133000,20.81560284,4
00928QAP6,AYR,3/24/2016,4/1/2023,Nan,Ba1,BB+,Nan,BB+,5,500000000,AT MATURITY,FIXED,85.47,Diversified Finan Serv,18.54135021,16,16,15,Yes,0.185413502,1581,643728000,230000,407165.0854,338,517,0.287160025,0.778621126,1,0.375079064,8148455.696,5779000,134198000,400000,20.01265823,2
00928QAQ4,AYR,3/20/2017,5/1/2024,2/1/2024,Ba1,BB+,Nan,BB+,4.13,500000000,CALLABLE,FIXED,86.63,Diversified Finan Serv,14.59000875,3,4,3,Yes,0.145900088,365,232532000,900000,637073.9726,98,166,0.328767123,0.62739726,1,0.336986301,8018344.828,4350000,79036000,350000,12.5862069,2
009363AF9,AIFP,6/10/2008,10/1/2018,Nan,WR,NR,Nan,NR,7.13,400000000,CALLABLE,FIXED,125.5,Chemicals,13.55289512,Nan,Nan,Nan,No,0.135528951,9,3930000,465000,436666.6667,5,16,0,0.888888889,5,0.444444444,1310000,1400000,2065000,465000,3,1
009451AH8,AIRPT,3/28/1996,3/15/2012,Nan,C,NR,WD,NR,10.88,400000000,CALL/EXT,DEFAULTED,194.37,Diversified Finan Serv,16.44305809,Nan,Nan,Nan,No,0.164430581,1,493850,493850,493850,1,0,0,1,5,1,493850,493850,493850,493850,1,1
009705AA2,AJECBV,5/14/2012,5/14/2022,10/23/2017,Nan,B-,B-,B-,6.5,450000000,CALLABLE,FIXED,121.73,Beverages,14.63231317,Nan,Nan,Nan,No,0.146323132,129,62872000,500000,487379.845,52,1024,0.085271318,0.751937984,5,0.441860465,1796342.857,1000000,7780000,20000,3.685714286,1
00971YAB6,AKBNK,3/9/2011,3/9/2018,Nan,Ba1,Nan,BB+,BB+,6.5,500000000,AT MATURITY,FIXED,85.23,Banks,11.92979486,Nan,Nan,Nan,No,0.119297949,6,3900000,750000,650000,6,262,0.166666667,0.666666667,5,0.5,780000,950000,1000000,400000,1.2,1
00971YAC4,AKBNK,10/24/2012,10/24/2017,Nan,Ba1,Nan,BB+,BB+,3.88,500000000,AT MATURITY,FIXED,60.87,Banks,7.721862586,Nan,Nan,Nan,No,0.077218626,8,7230000,1000000,903750,6,156,0,0.375,5,0.625,1205000,1000000,2000000,600000,1.333333333,1
00971YAD2,AKBNK,10/24/2012,10/24/2022,Nan,Ba1,Nan,BB+,BB+,5,500000000,AT MATURITY,FIXED,121.73,Banks,14.17447297,Nan,Nan,Nan,No,0.14174473,9,4650000,500000,516666.6667,6,181,0,0.888888889,5,0.333333333,775000,1000000,1100000,150000,1.5,1
00971YAF7,AKBNK,3/31/2015,3/31/2025,Nan,Ba1,Nan,BB+,BB+,5.13,500000000,AT MATURITY,FIXED,121.77,Banks,11.72047482,Nan,Nan,Nan,No,0.117204748,28,16555000,550000,591250,13,887,0.071428571,0.607142857,5,0.357142857,1379583.333,1000000,6630000,200000,2.333333333,1
00972BAA7,AKBNK,1/23/2015,1/24/2020,Nan,Ba1,Nan,BB+,BB+,4,500000000,AT MATURITY,FIXED,60.9,Banks,12.55994736,Nan,Nan,Nan,No,0.125599474,45,22396000,290000,497688.8889,29,748,0.111111111,0.711111111,5,0.488888889,933166.6667,725000,2580000,200000,1.875,1
00972BAB5,AKBNK,3/15/2017,3/16/2027,3/16/2022,B1,Nan,BB,BB-,7.2,500000000,CALLABLE,VARIABLE,121.77,Banks,9.215313749,Nan,Nan,Nan,No,0.092153137,64,48129000,1000000,752015.625,34,189,0,0.5,5,0.59375,2406450,1350000,8530000,200000,3.2,1
00973RAA1,DETNOR,7/5/2017,7/1/2022,7/1/2019,Ba3,BB+,Nan,BB,6,400000000,CALLABLE,FIXED,60.73,Oil Gas,9.304705986,Nan,Nan,Nan,No,0.09304706,9,6800000,1000000,755555.5556,6,36,0,0.555555556,5,0.666666667,1700000,1500000,2800000,1000000,2.25,1
